"lng","lat","count"
"102.77638","25.108045","14"
"102.66328","25.106067","14"
"102.625578","25.018449","14"
"102.805456","24.990074","14"
"102.803208","24.986012","14"
"102.729103","24.947356","14"
"102.796482","24.977873","14"
"102.758323","25.024726","15"
"102.758324","25.022691","15"
"102.738188","25.003683","15"
"102.742594","25.000301","15"
"102.771798","25.030825","15"
"102.742593","24.992158","15"
"102.774729","25.028715","15"
"102.77565","25.032976","15"
"102.758323","25.000301","15"
"102.742593","24.990123","15"
"102.733601","24.986046","15"
"102.767338","25.004394","15"
"102.77705","25.020693","15"
"102.735849","24.984012","15"
"102.749118","24.986123","15"
"102.771797","25.00233","15"
"102.785265","25.024706","15"
"102.756076","24.986052","15"
"102.733632","24.973863","15"
"102.731352","24.971793","15"
"102.789753","25.010454","15"
"102.780776","24.996215","15"
"102.791997","25.00638","15"
"102.771797","24.981973","15"
"102.742592","24.965691","15"
"102.662931","25.091626","15"
"102.766573","24.971762","15"
"102.729374","24.955483","15"
"102.81448","25.032849","15"
"102.771796","24.965685","15"
"102.731271","24.951364","15"
"102.742592","24.951437","15"
"102.796483","24.979909","15"
"102.726854","24.947354","15"
"102.707634","25.04705","16"
"102.704421","25.043781","16"
"102.745055","25.024651","16"
"102.71149","25.013645","16"
"102.740346","25.018619","16"
"102.697389","25.016249","16"
"102.740923","25.066998","16"
"102.753887","25.016702","16"
"102.717794","25.000681","16"
"102.753832","25.065422","16"
"102.767308","25.038967","16"
"102.760571","25.063387","16"
"102.769553","25.022686","16"
"102.744841","24.99623","16"
"102.776651","25.022797","16"
"102.678888","25.07404","16"
"102.72075","25.090488","16"
"102.780778","25.040991","16"
"102.663836","25.055137","16"
"102.783022","25.032849","16"
"102.747092","25.087799","16"
"102.699854","24.98397","16"
"102.715899","24.98041","16"
"102.688599","24.988022","16"
"102.746956","24.984126","16"
"102.778532","25.010466","16"
"102.720106","24.977891","16"
"102.661584","25.012398","16"
"102.744362","24.980187","16"
"102.668337","25.000198","16"
"102.706542","25.09608","16"
"102.682209","24.986692","16"
"102.663835","25.004261","16"
"102.666854","25.073738","16"
"102.661584","25.006292","16"
"102.699854","24.975826","16"
"102.670485","24.991668","16"
"102.785326","25.004664","16"
"102.670591","25.0877","16"
"102.71786","25.106084","16"
"102.76506","24.977906","16"
"102.643388","25.042332","16"
"102.664633","25.085773","16"
"102.643434","25.045044","16"
"102.734435","24.965027","16"
"102.645827","25.012371","16"
"102.766671","25.097996","16"
"102.774041","24.979935","16"
"102.706288","24.963831","16"
"102.681845","24.971722","16"
"102.656357","24.99053","16"
"102.77629","25.09389","16"
"102.760572","25.10407","16"
"102.708856","24.961588","16"
"102.681845","24.969686","16"
"102.668337","24.977804","16"
"102.735848","24.961616","16"
"102.78302","24.983999","16"
"102.767495","25.101843","16"
"102.765064","25.104068","16"
"102.769555","25.102031","16"
"102.785264","24.983996","16"
"102.747087","24.96162","16"
"102.634576","25.038811","16"
"102.688598","24.96359","16"
"102.668337","24.973733","16"
"102.634576","25.02253","16"
"102.769327","25.104409","16"
"102.753829","24.96162","16"
"102.684096","24.963582","16"
"102.715606","24.955488","16"
"102.720333","25.118656","16"
"102.69085","24.959522","16"
"102.630077","25.03677","16"
"102.630077","25.038805","16"
"102.670587","24.967629","16"
"102.753829","24.957548","16"
"102.785264","24.973817","16"
"102.748006","25.119035","16"
"102.731356","25.124399","16"
"102.627827","25.012346","16"
"102.774045","25.112196","16"
